0.003704, 0.148148, 50
0.016832, 0.262561, 50
0.038721, 0.437792, 50
0.069387, 0.613305, 50
0.108847, 0.789209, 50
0.157127, 0.965606, 50
0.214257, 1.142591, 50
0.280269, 1.320248, 50
0.355202, 1.498646, 50
0.439093, 1.677835, 50
0.531985, 1.857841, 50
0.633918, 2.038655, 50
0.744930, 2.220231, 50
0.865053, 2.402472, 50
0.994314, 2.585223, 50
1.132728, 2.768262, 50
1.280292, 2.951291, 50
1.436989, 3.133933, 50
1.602775, 3.315727, 50
1.777582, 3.496137, 50
1.961310, 3.674565, 50
2.153829, 3.850371, 50
2.354974, 4.022910, 50
2.564553, 4.191567, 50
2.782343, 4.355801, 50
3.008102, 4.515192, 50
3.241576, 4.669473, 50
3.478137, 4.731219, 50
3.713274, 4.702751, 50
3.946927, 4.673052, 50
4.179063, 4.642713, 50
4.409675, 4.612243, 50
4.641415, 4.634805, 50
4.889046, 4.952620, 50
5.129684, 4.812761, 50
5.363503, 4.676388, 50
5.590792, 4.545765, 50
5.811867, 4.421499, 50
6.027021, 4.303085, 50
6.236488, 4.189336, 50
6.440422, 4.078677, 50
6.638888, 3.969333, 50
6.831861, 3.859458, 50
7.019223, 3.747232, 50
7.200771, 3.630970, 50
7.376235, 3.509282, 50
7.545301, 3.381314, 50
7.707657, 3.247122, 50
7.863065, 3.108167, 50
8.011460, 2.967895, 50
8.153070, 2.832201, 50
8.288542, 2.709445, 50
8.419022, 2.609588, 50
8.546134, 2.542252, 50
8.671330, 2.503909, 50
8.794271, 2.458829, 50
8.914677, 2.408124, 50
9.033422, 2.374884, 50
9.150802, 2.347610, 50
9.266703, 2.318018, 50
9.380756, 2.281055, 50
9.505003, 2.484939, 50
9.647823, 2.856402, 50
9.783235, 2.708253, 50
9.911241, 2.560105, 50
10.031839, 2.411957, 50
10.145029, 2.263809, 50
10.250812, 2.115661, 50
10.349188, 1.967513, 50
10.440156, 1.819365, 50
10.523717, 1.671216, 50
10.599870, 1.523068, 50
10.668616, 1.374920, 50
10.729955, 1.226772, 50
10.783886, 1.078624, 50
10.830410, 0.930476, 50
10.869526, 0.782327, 50
10.901235, 0.634179, 50
10.925537, 0.486031, 50
10.942431, 0.337883, 50
10.951918, 0.189735, 50
10.954809, 0.057830, 50
10.954809, 0.000000, 50
