0.003704, 0.148148, 50
0.017530, 0.276526, 50
0.040588, 0.461152, 50
0.072897, 0.646183, 50
0.114484, 0.831755, 50
0.165384, 1.017982, 50
0.225631, 1.204943, 50
0.295264, 1.392665, 50
0.374320, 1.581115, 50
0.462829, 1.770179, 50
0.560811, 1.959639, 50
0.668269, 2.149160, 50
0.785182, 2.338266, 50
0.911498, 2.526327, 50
1.047126, 2.712554, 50
1.191927, 2.896009, 50
1.345708, 3.075634, 50
1.508223, 3.250296, 50
1.679166, 3.418868, 50
1.858182, 3.580305, 50
2.044869, 3.733743, 50
2.238797, 3.878574, 50
2.439523, 4.014503, 50
2.646601, 4.141558, 50
2.859604, 4.260064, 50
3.078132, 4.370574, 50
3.301821, 4.473773, 50
3.526218, 4.487934, 50
3.747161, 4.418873, 50
3.964758, 4.351932, 50
4.179115, 4.287131, 50
4.390329, 4.224298, 50
4.598486, 4.163136, 50
4.803649, 4.103257, 50
5.005860, 4.044216, 50
5.205137, 3.985540, 50
5.401474, 3.926740, 50
5.594841, 3.867332, 50
5.785183, 3.806854, 50
5.972428, 3.744886, 50
6.156481, 3.681078, 50
6.337241, 3.615189, 50
6.514597, 3.547132, 50
6.688450, 3.477042, 50
6.858717, 3.405343, 50
7.025358, 3.332829, 50
7.188395, 3.260737, 50
7.347934, 3.190780, 50
7.504191, 3.125133, 50
7.657506, 3.066315, 50
7.808355, 3.016976, 50
7.954606, 2.925021, 50
8.094265, 2.793184, 50
8.228030, 2.675289, 50
8.356474, 2.568874, 50
8.480015, 2.470832, 50
8.598923, 2.378156, 50
8.717591, 2.373359, 50
8.862083, 2.889848, 50
8.999168, 2.741699, 50
9.128846, 2.593551, 50
9.251116, 2.445403, 50
9.365979, 2.297255, 50
9.473434, 2.149107, 50
9.573482, 2.000959, 50
9.666123, 1.852811, 50
9.751356, 1.704662, 50
9.829181, 1.556514, 50
9.899600, 1.408366, 50
9.962611, 1.260218, 50
10.018214, 1.112070, 50
10.066410, 0.963922, 50
10.107199, 0.815773, 50
10.140580, 0.667625, 50
10.166554, 0.519477, 50
10.185120, 0.371329, 50
10.196279, 0.223181, 50
10.200031, 0.075033, 50
10.200055, 0.000479, 50
10.200055, 0.000000, 50
