0.003704, 0.148148, 50
0.017181, 0.269542, 50
0.039628, 0.448949, 50
0.071024, 0.627917, 50
0.111337, 0.806255, 50
0.160525, 0.983757, 50
0.218535, 1.160203, 50
0.285303, 1.335355, 50
0.360750, 1.508958, 50
0.444788, 1.680747, 50
0.537310, 1.850449, 50
0.638200, 2.017789, 50
0.747325, 2.182503, 50
0.864542, 2.344343, 50
0.989696, 2.503087, 50
1.122624, 2.658550, 50
1.263153, 2.810590, 50
1.411109, 2.959112, 50
1.566313, 3.104071, 50
1.728586, 3.245467, 50
1.897753, 3.383342, 50
2.073641, 3.517768, 50
2.256083, 3.648838, 50
2.444916, 3.776651, 50
2.639981, 3.901297, 50
2.841123, 4.022842, 50
3.048188, 4.141313, 50
3.257171, 4.179652, 50
3.464205, 4.140687, 50
3.669340, 4.102693, 50
3.872611, 4.065421, 50
4.074042, 4.028613, 50
4.273642, 3.992008, 50
4.471409, 3.955344, 50
4.667327, 3.918361, 50
4.861367, 3.880798, 50
5.053487, 3.842400, 50
5.243633, 3.802920, 50
5.431740, 3.762124, 50
5.617729, 3.719798, 50
5.801518, 3.675761, 50
5.983012, 3.629881, 50
6.162116, 3.582094, 50
6.338738, 3.532431, 50
6.512790, 3.481051, 50
6.684204, 3.428278, 50
6.852936, 3.374637, 50
7.018981, 3.320893, 50
7.182384, 3.268067, 50
7.343256, 3.217439, 50
7.501781, 3.170507, 50
7.658227, 3.128905, 50
7.812940, 3.094271, 50
7.966344, 3.068081, 50
8.118918, 3.051471, 50
8.271172, 3.045081, 50
8.423620, 3.048965, 50
8.576749, 3.062581, 50
8.730993, 3.084873, 50
8.886713, 3.114412, 50
9.044192, 3.149575, 50
9.203628, 3.188712, 50
9.365142, 3.230279, 50
9.528789, 3.272936, 50
9.694568, 3.315583, 50
9.862436, 3.357371, 50
10.032320, 3.397685, 50
10.204126, 3.436111, 50
10.377746, 3.472397, 50
10.656578, 5.576639, 50
11.058584, 8.040126, 50
11.395533, 6.738982, 50
11.672645, 5.542246, 50
11.899144, 4.529966, 50
12.082691, 3.670938, 50
12.227179, 2.889767, 50
12.332109, 2.098597, 50
12.394771, 1.253232, 50
12.414190, 0.388391, 50
12.430686, 0.329922, 50
12.463737, 0.661027, 50
12.490510, 0.535444, 50
12.497902, 0.147854, 50
12.511184, 0.265629, 50
12.540641, 0.589142, 50
12.580850, 0.804175, 50
12.627268, 0.928365, 50
12.698697, 1.428571, 50
12.779991, 1.625880, 50
12.853877, 1.477732, 50
12.920356, 1.329583, 50
12.979428, 1.181435, 50
13.031092, 1.033287, 50
13.075349, 0.885139, 50
13.112199, 0.736991, 50
13.141641, 0.588843, 50
13.163676, 0.440695, 50
13.178303, 0.292546, 50
13.185523, 0.144398, 50
13.187281, 0.035162, 50
13.187281, 0.000000, 50
