0.003704, 0.148148, 50
0.012585, 0.177630, 50
0.027384, 0.295984, 50
0.048097, 0.414247, 50
0.074717, 0.532400, 50
0.107239, 0.650442, 50
0.145659, 0.768397, 50
0.189975, 0.886316, 50
0.240189, 1.004290, 50
0.296312, 1.122452, 50
0.358361, 1.240981, 50
0.426366, 1.360114, 50
0.500374, 1.480144, 50
0.580445, 1.601423, 50
0.666663, 1.724359, 50
0.759133, 1.849407, 50
0.857986, 1.977062, 50
0.963378, 2.107834, 50
1.075489, 2.242232, 50
1.194526, 2.380737, 50
1.320715, 2.523772, 50
1.454299, 2.671686, 50
1.595536, 2.824728, 50
1.744688, 2.983038, 50
1.902020, 3.146653, 50
2.067796, 3.315509, 50
2.242269, 3.489467, 50
2.422330, 3.601219, 50
2.604684, 3.647090, 50
2.789298, 3.692278, 50
2.976132, 3.736675, 50
3.165145, 3.780254, 50
3.356298, 3.823057, 50
3.549556, 3.865173, 50
3.744893, 3.906731, 50
3.942287, 3.947885, 50
4.141727, 3.988806, 50
4.343211, 4.029676, 50
4.546745, 4.070676, 50
4.752344, 4.111985, 50
4.960033, 4.153767, 50
5.169841, 4.196166, 50
5.381806, 4.239293, 50
5.595967, 4.283219, 50
5.812364, 4.327955, 50
6.031036, 4.373441, 50
6.250151, 4.382293, 50
6.465512, 4.307224, 50
6.674642, 4.182596, 50
6.877282, 4.052802, 50
7.073169, 3.917734, 50
7.262037, 3.777371, 50
7.443627, 3.631796, 50
7.617687, 3.481198, 50
7.783981, 3.325871, 50
7.942290, 3.166198, 50
8.092422, 3.002633, 50
8.234205, 2.835668, 50
8.367496, 2.665817, 50
8.492176, 2.493584, 50
8.608148, 2.319447, 50
8.715340, 2.143841, 50
8.813697, 1.967149, 50
8.903182, 1.789697, 50
8.983770, 1.611751, 50
9.055446, 1.433522, 50
9.118204, 1.255169, 50
9.172044, 1.076805, 50
9.216970, 0.898501, 50
9.252984, 0.720297, 50
9.280095, 0.542205, 50
9.298305, 0.364215, 50
9.307621, 0.186303, 50
9.310055, 0.048681, 50
9.310055, 0.000000, 50
